0,0,0,0,0,0,0.0872665,0.0872665,0,0
0.00737873,-0.000910458,0.0475326,-0.0242673,0.00170423,0.039926,0.110288,0.105347,-0.0111872,0.0176904
-0.0177185,0.00169145,0.120734,-0.0299081,-0.00140478,0.0198757,0.185418,0.116668,-0.000519175,0.0239897
0.104586,-0.00012191,0.123916,-0.0450963,-0.00161315,-0.0139826,0.158516,0.231296,0.00860734,0.0401173
0.0799748,-0.000331452,0.122614,-0.0212924,0.000814019,-0.0255199,0.141419,0.164717,-0.0102077,0.0547049
0.0894928,-0.00126847,0.154424,-0.11433,0.000242128,-0.0378113,0.152768,0.140678,0.00624855,0.0612067
0.152352,-0.000161724,0.135177,-0.123607,-0.000705514,0.0307901,0.141182,0.117384,-0.0140704,-0.0164152
0.150573,0.000656397,0.178686,-0.100598,-0.000279819,0.0568197,0.149982,0.199264,-0.181501,-0.0491578
0.127479,0.00057329,0.221655,0.00745131,0.00155922,0.00637087,0.121629,0.216541,-0.111546,-0.0735618
0.145057,0.000642003,0.236641,-0.148115,-0.00163781,-0.00417903,0.162657,0.284491,-0.110147,-0.0976405
0.0697511,0.00108378,0.159309,-0.11944,-0.000657584,-0.0137986,0.181794,0.180649,-0.106951,-0.111773
0.0549156,-0.00164868,0.148013,-0.122215,0.000622433,-0.127819,0.199805,0.185758,0.142843,-0.124339
-0.0549573,7.14123e-05,0.117699,-0.0707768,-3.47223e-05,-0.236512,0.225239,0.162016,0.0219657,-0.101789
0.0638602,0.000880982,0.17211,-0.0285452,-0.000994244,-0.245815,0.19431,0.148305,0.000605336,-0.139966
0.0469287,0.00166409,0.215182,-0.0198085,0.00170535,-0.177355,0.215966,0.137088,0.0208853,-0.122814
0.082546,0.000474307,0.240739,0.0439719,0.00153163,-0.193235,0.228513,0.0875461,-0.044737,-0.0835104
0.130214,0.00152749,0.183138,-0.00458244,0.00164428,-0.181999,0.156821,0.137575,0.0429746,-0.0724431
0.0488813,-0.000291603,0.174671,0.0343684,0.00152146,-0.173904,0.0963266,0.113216,0.0717438,-0.100448
0.0888582,-0.00146993,0.075271,0.0371412,-4.9182e-05,-0.104804,0.241065,0.140775,0.0302303,-0.12588
0.0240161,0.00138716,0.0472557,0.149433,-0.0011863,-0.120131,0.12323,0.184648,0.0330443,-0.0991561
-0.00190186,0.000857032,0.0719452,0.154883,-0.00113539,-0.114458,0.156637,0.175737,0.0623514,-0.173186
0.0355624,-0.00163859,-0.0334299,0.213555,0.000535928,-0.252961,0.15464,0.144564,-0.227008,-0.160383
0.0289256,-0.000268739,0.0199291,0.227435,0.000862591,-0.204453,0.17098,0.104226,-0.105141,-0.181577
0.0399484,-0.00145278,0.0908832,0.176472,-0.000704429,-0.195672,0.15885,0.150825,-0.0889829,-0.146028
0.0148125,0.00133526,-0.0634834,0.126707,-0.000618394,-0.156118,0.290925,0.180321,-0.0605283,-0.200786
0.0477265,-0.00011558,-0.0515968,0.0671035,0.00164392,-0.107378,0.238291,0.105426,-0.0604536,-0.217465
0.0558352,-0.00133965,-0.106204,0.0942486,0.00112613,-0.112265,0.190969,0.0999862,-0.066154,-0.258841
0.0632601,-0.00102339,-0.12119,0.101175,0.00100476,-0.184905,0.148916,0.0900655,-0.106622,-0.240669
0.0915399,-0.000528361,-0.0845823,0.128448,0.000135739,-0.172956,0.107667,0.0936451,-0.0970946,-0.232871
0.135245,-0.000790226,0.07929,0.124733,-0.000746983,-0.230577,0.127072,0.201131,-0.0376757,-0.203072
0.153683,0.000742956,0.206809,0.0404878,0.000570052,-0.224747,0.188787,0.211046,-0.178933,-0.204537
0.156797,-0.000581435,-0.11449,0.0987105,-0.000599434,-0.10377,0.106151,0.211115,-0.0928455,-0.145151
0.173162,-0.000911444,0.0260738,0.098687,-0.000248188,-0.0528868,0.13562,0.244825,-0.0921212,-0.150931
0.26835,-0.00110976,0.0364013,0.165617,0.00145883,-0.0918127,0.142373,0.245817,-0.10785,-0.151618
0.281823,4.48014e-05,-0.007702,0.171983,-0.000298693,-0.121503,0.12423,0.235763,-0.175758,-0.148008
0.268535,0.000485484,0.184133,0.163538,-0.00159022,-0.146763,0.0977739,0.274931,-0.146627,-0.0892076
0.305836,0.00134442,0.0915419,0.119116,-0.000939894,-0.127055,0.142814,0.281128,-0.14377,-0.0710416
0.397983,0.000722497,0.0546602,0.11832,-0.000267204,-0.137217,0.140458,0.354171,-0.139469,-0.087754
0.386517,-2.70499e-05,0.0741637,0.0730683,-0.000750054,-0.0874417,0.203992,0.347503,-0.158098,-0.120129
0.370946,0.00151081,0.100873,0.0347016,0.000331315,-0.0901812,0.140187,0.338537,-0.162764,-0.0342047
0.379031,0.000670265,0.0982369,-0.026275,0.000905752,-0.0472761,0.145628,0.338054,-0.178069,-0.151403
0.341207,0.00101405,0.0864231,-0.0412778,-0.0016415,-0.0456534,0.179462,0.31933,-0.134031,-0.111457
0.333356,-0.00139545,0.148227,-0.0156702,-0.000797949,-0.0319504,0.126745,0.288195,-0.153811,-0.111141
0.332974,0.000557265,0.140627,0.0162517,-0.00123745,-0.199087,0.172229,0.283972,-0.180086,-0.11411
0.350676,0.00152581,0.110908,-0.0449319,0.00147754,-0.239099,0.127891,0.276175,-0.252426,0.0524135
0.365376,0.00101278,0.190792,-0.0366553,-0.000249184,-0.155022,0.121084,0.150194,-0.223862,-0.0145522
0.520125,0.000122367,0.165062,-0.0619851,0.00155962,-0.140194,0.154804,0.134695,-0.207082,-0.0144272
